Rmax,joint_Q,joint_E,isolated_texture_E,matched_isolated_core_omega,matched_isolated_core_Q,matched_isolated_core_E,separated_energy,binding_difference,binding_fraction
40.0,82.3823789604998,174.4508529213379,103.13460038280144,0.8381637582603246,82.38237896049976,79.20334805513676,182.3379484379382,7.887095516600283,0.043255370503879446
