Rmax,joint_Q,joint_E,matched_core_omega,matched_core_Q,matched_core_E,isolated_texture_E,finite_box_reference_E,reference_gap,reference_gap_fraction
20.0,80.1561573645314,172.6402903304044,0.8396437454223635,80.15613097351671,77.27008328146925,103.17293556031778,180.44301884178705,7.802728511382611,0.043242063680081
24.0,80.87154279720407,173.21674589250873,0.8391608047485353,80.87156679864168,77.89211434700091,103.1545022034377,181.0466165504386,7.829870657929888,0.0432478154362444
32.0,81.80302944393274,173.97554190196115,0.8385422897338868,81.80301964622362,78.7008821041801,103.13983165889334,181.84071376307344,7.865171861112287,0.0432530850674073
40.0,82.3823789291823,174.4508529213379,0.8381637582603246,82.38237896049976,79.20334805513676,103.13460038280144,182.3379484379382,7.887095516600283,0.043255370503879446
