r,u,phi,f_over_pi,Omega_cov,frame_stiffness_A,charge_density
3.4065909849749585,0.35837386409663813,0.17086430931111332,0.11438329484885626,0.7829135690688888,0.9601649490830477,0.10055101964175017
3.473367278797997,0.3392927302043335,0.16771771479719516,0.11005132910286965,0.7832282285202805,0.9638676905765569,0.09016488651662367
3.540143572621035,0.3211583359764804,0.16465035536429568,0.1059578444221294,0.7835349644635705,0.9672753691532392,0.0808158935754514
3.606919866444074,0.30394159229645457,0.1616611788763618,0.10208633188757477,0.7838338821123638,0.9704011813782227,0.07241095930560873
3.673696160267112,0.2876107924198665,0.1587489479710288,0.09842152865636457,0.7841251052028971,0.9732599475130672,0.06486280354481451
3.7404724540901504,0.2721323934322486,0.15591227224294407,0.09494934134385308,0.7844087727757056,0.9758675405288514,0.05809020710409542
3.8072487479131887,0.2574716813315875,0.15314963712160368,0.09165676677061373,0.7846850362878397,0.9782403970080962,0.052018078880430654
3.874025041736227,0.243593329070507,0.15045942957935984,0.08853181276168409,0.7849540570420641,0.9803951107439454,0.046577376174694
3.9408013355592657,0.23046185806936384,0.1478399608482095,0.0855634208981476,0.7852160039151791,0.9823481054087588,0.04170491694369409
4.007577629382305,0.21804201410990537,0.1452894863511553,0.08274139250225168,0.7854710513648845,0.9841153797277582,0.03734311600961351
4.074353923205343,0.2062990683632508,0.14280622306860746,0.08005631866216693,0.7857193776931393,0.9857123169084752,0.03343967111701257
4.1411302170283815,0.19519905377715918,0.14038836456531403,0.07749951474637524,0.7859611635434687,0.987153549368316,0.029947219315351343
4.207906510851419,0.18470894628746398,0.13803409390110813,0.07506295959736442,0.7861965906098892,0.9884528698065443,0.026822979502618603
4.274682804674458,0.1747967994338436,0.13574159464136212,0.07273923940938884,0.7864258405358638,0.9896231801524993,0.024028393076690555
4.341459098497497,0.165431840028219,0.13350906017208028,0.07052149616826994,0.786649093982792,0.9906764707007272,0.021528771449666483
4.408235392320535,0.1565845315988757,0.1313347015113299,0.06840338044837277,0.7868665298488671,0.9916238226715812,0.01929295661019475
4.475011686143573,0.14822661145046254,0.1292167537942178,0.06637900831166003,0.7870783246205783,0.9924754284084274,0.01729299888551306
4.541787979966611,0.14033110636099758,0.12715348159361128,0.0644429220271737,0.7872846518406389,0.9932406243692619,0.015503854474931909
4.60856427378965,0.13287233119344632,0.12514318322383683,0.06259005431955546,0.7874856816776163,0.9939279329473857,0.013903104121675761
4.675340567612689,0.12582587403571646,0.12318419416006324,0.06081569585708092,0.7876815805839937,0.9945451099389289,0.01247069339041856
4.7421168614357265,0.11916857089848296,0.12127488969224733,0.059115465699249976,0.7878725110307753,0.9950991951548509,0.011188694362752268
4.808893155258765,0.11287847249146787,0.11941368691956408,0.05748528443839446,0.7880586313080437,0.995596564251585,0.01004108810069831
4.875669449081804,0.10693480516007876,0.11759904617925056,0.05592134978696342,0.788240095382075,0.9960429803337252,0.009013566916355867
4.942445742904842,0.10131792768913357,0.11582947199280141,0.05442011438066533,0.7884170528007199,0.9964436442734285,0.00809335528880867
5.009222036727881,0.09600928536190378,0.1141035136024668,0.052978265586474664,0.7885896486397533,0.9968032430053865,0.007269048159188536
5.075998330550919,0.09099136239409275,0.11241976516198825,0.05159270712296953,0.7887580234838012,0.9971259953044193,0.006530465288781931
5.142774624373957,0.08624763363718142,0.11077686563741866,0.050260542318121486,0.7889223134362582,0.9974156947456091,0.005868520365530574
5.209550918196996,0.08176251625787076,0.10917349846665375,0.04897905884625096,0.7890826501533347,0.9976757496941023,0.005275103577431126
5.276327212020034,0.07752132194473416,0.1076083910198837,0.04774571480125466,0.7892391608980117,0.9979092202818329,0.004742976426586254
5.3431035058430725,0.07351021006487712,0.10608031389749198,0.04655812597735145,0.7893919686102508,0.9981188524088226,0.0042656776269675385
5.409879799666111,0.06971614208817592,0.10458808009691588,0.04541405424149252,0.7895411919903085,0.998307108863617,0.0038374390063140103
5.476656093489149,0.06612683751086369,0.10313054407557241,0.044311396893276914,0.7896869455924428,0.9984761976959735,0.0034531104135934725
5.543432387312188,0.06273073144070143,0.10170660073308599,0.043248176918777206,0.7898293399266915,0.9986280979993617,0.0031080927149201073
5.610208681135226,0.05951693395000286,0.10031518433266828,0.04222253405418824,0.7899684815667332,0.9987645832745711,0.0027982780405226442
5.676984974958264,0.05647519125807473,0.09895526737854746,0.04123271658374827,0.7901044732621453,0.9988872425514865,0.0025199965217888465
5.743761268781303,0.05359584876924471,0.09762585946376967,0.040277073804036466,0.790237414053623,0.9989974994460306,0.002269968829615143
5.810537562604341,0.05086981596492704,0.09632600610045958,0.03935404909360054,0.790367399389954,0.9990966293250759,0.0020452638927087167
5.87731385642738,0.048288533126750334,0.0950547875426872,0.038462173532997954,0.7904945212457313,0.9991857747451081,0.001843261236864095
5.944090150250418,0.04584393985148515,0.09381131761040953,0.037600060025814064,0.7906188682389591,0.9992659593215519,0.0016616174435186621
6.010866444073456,0.04352844530640082,0.09259474252150506,0.03676639787611943,0.7907405257478496,0.9993381001757318,0.0014982362781814091
6.077642737896495,0.04133490016495536,0.09140423973767023,0.03595994778220877,0.790859576026233,0.9994030190959579,0.0013512420868260666
6.144419031719534,0.03925657015671639,0.09023901682887175,0.03517953721038116,0.7909760983171129,0.9994614525386423,0.001218956101306292
6.211195325542572,0.03728711116157692,0.089098310360127,0.03442405611602542,0.7910901689639873,0.9995140605849236,0.001099875333586417
6.27797161936561,0.03542054577622401,0.08798138480359509,0.03369245298241192,0.7912018615196406,0.9995614349582276,0.0009926537734038928
6.344747913188648,0.03365124128006477,0.08688753147828905,0.032983731150402276,0.7913112468521711,0.9996041061986405,0.0008960856352093387
6.411524207011687,0.03197388892811626,0.08581606751914449,0.032296945414807245,0.7914183932480856,0.9996425500810074,0.0008090904281820648
6.478300500834726,0.030383484499476664,0.08476633487669637,0.03163119886538366,0.7915233665123305,0.9996771933553175,0.0007306996480952487
6.5450767946577635,0.02887531003171166,0.08373769934820334,0.03098563995249037,0.7916262300651797,0.9997084188802355,0.0006600449120911062
6.611853088480802,0.027444916673656516,0.08272954964071413,0.03035945975924734,0.7917270450359286,0.9997365702135645,0.0005963473772893014
6.67862938230384,0.02608810859161583,0.08174129646628228,0.02975188946368317,0.7918258703533718,0.9997619557169574,0.0005389083018378056
6.745405676126879,0.02480092786663714,0.08077237166929295,0.02916219797583368,0.7919227628330707,0.9997848522263223,0.000487100622750704
6.8121819699499175,0.023579640323360962,0.07982222738566934,0.028589689736086474,0.7920177772614331,0.9998055083340343,0.00044036143886838565
6.878958263772955,0.022420722233838848,0.07889033523356076,0.02803370266226815,0.7921109664766439,0.9998241473242475,0.0003981852997090428
6.945734557595994,0.021320847842616095,0.07797618553498403,0.027493606234056087,0.7922023814465017,0.9998409697982642,0.0003601182120256158
7.012510851419033,0.020276877662254878,0.07707928656778344,0.02696879970427866,0.7922920713432217,0.9998561560229999,0.0003257522856912691
7.079287145242071,0.019285847491297217,0.07619916384719089,0.026458710427555297,0.792380083615281,0.9998698680320832,0.00029472094924570824
7.146063439065109,0.01834495810941468,0.07533535943620412,0.025962792297532688,0.7924664640563797,0.9998822515059698,0.00026669467316644727
7.212839732888148,0.01745156560714502,0.07448743128395265,0.025480524284703217,0.7925512568716048,0.9998934374546351,0.00024137714579266692
7.279616026711186,0.016603172310164633,0.07365495259118726,0.025011409067453545,0.7926345047408814,0.9999035437238849,0.00021850185292199043
7.346392320534225,0.015797418260483396,0.07283751120200564,0.024554971749593216,0.7927162488797995,0.9999126763440601,0.0001978290175091674
7.413168614357263,0.01503207321926943,0.07203470902091473,0.024110758658160366,0.7927965290979085,0.9999209307379011,0.00017914286069741037
7.479944908180301,0.014305029158215028,0.07124616145432484,0.02367833621579963,0.7928753838545676,0.9999283928025311,0.00016224914967662342
7.54672120200334,0.013614293208441193,0.07047149687557358,0.023257289882461087,0.7929528503124427,0.9999351398789094,0.00014697300164889297
7.613497495826378,0.01295798103790853,0.06971035611258418,0.022847223161583243,0.7930289643887416,0.9999412416206741,0.00013315691654443036
7.680273789649417,0.01233431063015943,0.06896239195727588,0.022447756666300347,0.7931037608042725,0.999946760773009,0.00012065901411861495
7.7470500834724545,0.011741596438964223,0.06822726869585943,0.02205852724156007,0.7931772731304141,0.9999517538710293,0.00010935145371538524
7.813826377295493,0.01117824389508572,0.06750466165916967,0.021679187138352384,0.793249533834083,0.9999562718661652,9.91190173416218e-05
7.880602671118532,0.010642744242917869,0.06679425679220811,0.021309403236539987,0.7933205743207792,0.9999603606881087,8.985783879476337e-05
7.94737896494157,0.010133669686198533,0.06609575024209159,0.020948856313044405,0.7933904249757909,0.9999640617490861,8.147426345123091e-05
8.014155258764609,0.009649668823349514,0.0654088479636267,0.020597240352384943,0.7934591152036373,0.9999674123964907,7.388382498252673e-05
8.080931552587646,0.00918946235426324,0.06473326534175525,0.02025426189678961,0.7935266734658245,0.9999704463192705,6.701032674231373e-05
8.147707846410684,0.008751839041539622,0.06406872683014145,0.019919639433301446,0.793593127316986,0.9999731939128906,6.078501688191439e-05
8.214484140233722,0.00833565191028401,0.06341496560519712,0.019593102815491384,0.7936585034394803,0.9999756826071784,5.514584742172562e-05
8.281260434056762,0.007939814671611221,0.06277172323486786,0.0192743927175611,0.7937228276765133,0.999977937160899,5.0036808548128814e-05
8.3480367278798,0.007563298355967211,0.062138749361528654,0.018963260118778132,0.7937861250638472,0.9999799799265104,4.540733033390776e-05
8.414813021702837,0.007205128143281796,0.061515801398362824,0.018659465816331558,0.7938484198601637,0.9999818310881722,4.121174490761176e-05
8.481589315525877,0.006864380377808529,0.060902644238624196,0.018362779964831353,0.7939097355761376,0.9999835088757671,3.740880283497152e-05
8.548365609348915,0.006540179756293738,0.06029904997720659,0.01807298164079867,0.7939700950022794,0.9999850297574008,3.3961238133325256e-05
8.615141903171953,0.006231696678850509,0.05970479764396857,0.017789858430608735,0.7940295202356031,0.9999864086125845,3.0835376926887447e-05
8.681918196994992,0.005938144752598445,0.05911967294828643,0.017513206040454105,0.7940880327051714,0.9999876588880809,2.8000785274421592e-05
8.74869449081803,0.005658778438768793,0.05854346803432938,0.01724282792699366,0.7941456531965672,0.9999887927381798,2.542995216840345e-05
8.815470784641068,0.005392890834570929,0.057975981246574444,0.016978534947442923,0.7942024018753426,0.9999898211509904,2.3098004122261256e-05
8.882247078464108,0.005139811581672933,0.057417016905099684,0.01672014502794538,0.7942582983094901,0.9999907540621727,2.0982448135226925e-05
8.949023372287146,0.0048989048936682,0.05686638509021462,0.016467482849141433,0.7943133614909785,0.9999916004573779,1.906294015758725e-05
9.015799666110183,0.004669567695384879,0.0563239014360071,0.016220379547923488,0.7943676098563993,0.999992368464543,1.7321076477013333e-05
9.082575959933221,0.0044512278673476575,0.05578938693240501,0.015978672434432274,0.7944210613067595,0.999993065437063,1.5740205713007635e-05
9.14935225375626,0.004243342589123715,0.05526266773536931,0.015742204723410994,0.7944737332264631,0.999993698028758,1.430525934475203e-05
9.216128547579299,0.004045396775679386,0.05474357498485281,0.015510825279091067,0.7945256425015148,0.9999942722614603,1.3002598910807153e-05
9.282904841402337,0.0038569016012422667,0.05423194463017594,0.015284388372836443,0.7945768055369824,0.9999947935859624,1.181987820989846e-05
9.349681135225376,0.003677393105507949,0.05372761726248697,0.015062753452822828,0.7946272382737514,0.9999952669369879,1.0745919002836544e-05
9.416457429048414,0.0035064308773517716,0.053230437953989636,0.014845784925073855,0.7946769562046011,0.9999956967827841,9.770598868589814e-06
9.483233722871452,0.0033435968115065086,0.052740256103635814,0.014633351945219055,0.7947259743896364,0.9999960871698708,8.884750004568186e-06
9.550010016694491,0.0031884939339477197,0.0522569252889955,0.014425328220378102,0.7947743074711004,0.9999964417634264,8.08006788397988e-06
9.61678631051753,0.003040745291990846,0.0517803031240291,0.014221591820612759,0.7948219696875971,0.9999967638837458,7.349028793201622e-06
9.683562604340567,0.0028999929053495086,0.051310251122500754,0.01402202499942235,0.79486897488775,0.9999970565391565,6.684815370804119e-06
9.750338898163607,0.0027658967746340773,0.05084663456678308,0.013826514022790734,0.7949153365433217,0.9999973224557449,6.081249358401684e-06
9.817115191986645,0.0026381339439841144,0.0503893223818159,0.01363494900632262,0.7949610677618184,0.999997564104206,5.532730852916751e-06
9.883891485809682,0.0025163976147291617,0.049938187013992295,0.013447223760034856,0.7950061812986008,0.9999977837240996,5.034183421125677e-06
9.950667779632722,0.0024003963071604012,0.04949310431475638,0.01326323564039465,0.7950506895685244,0.9999979833457687,4.581004501334416e-06
10.01744407345576,0.002289853067671559,0.04905395342870709,0.013082885409220719,0.7950946046571293,0.9999981648101477,4.169020574482539e-06
10.084220367278798,0.0021845047186921807,0.04862061668601181,0.012906077099086144,0.7951379383313989,0.9999983297866673,3.794446638573969e-06
10.150996661101837,0.002084101148990773,0.04819297949894337,0.012732717884883142,0.7951807020501057,0.9999984797894432,3.453849566690373e-06
10.217772954924875,0.001988404642069754,0.047770930262362093,0.012562717961229548,0.7952229069737639,0.999998616191914,3.1441149705014477e-06
10.284549248747913,0.0018971892405095666,0.04735436025797325,0.012395990425415504,0.7952645639742028,0.9999987402400793,2.8624172286320464e-06
10.351325542570951,0.0018102401442463309,0.04694316356219822,0.01223245116560628,0.7953056836437802,0.9999988530644756,2.6061923729141624e-06
10.41810183639399,0.0017273531408862788,0.04653723695750501,0.012072018754033421,0.7953462763042496,0.9999989556910103,2.373113555829771e-06
10.484878130217028,0.0016483340662718552,0.046136479847051125,0.011914614344921482,0.795386352015295,0.9999990490507659,2.161068849687967e-06
10.551654424040066,0.0015729982936189546,0.04574079417249854,0.011760161576912218,0.7954259205827502,0.9999991339888716,1.968141152587012e-06
10.618430717863106,0.0015011702496429897,0.04535008433486692,0.011608586479761188,0.7954649915665134,0.999999211272536,1.7925899982685888e-06
10.685207011686144,0.0014326829561835538,0.04496425711829787,0.011459817385094577,0.7955035742881703,0.9999992815983161,1.632835086826884e-06
10.751983305509182,0.0013673775959238922,0.04458322161660795,0.011313784841025538,0.7955416778383393,0.9999993455987021,1.4874413711134196e-06
10.818759599332221,0.0013051031008826164,0.04420688916251495,0.011170421530440715,0.7955793110837486,0.9999994038480791,1.3551055497803618e-06
10.885535893155259,0.0012457157624312673,0.0438351732594263,0.011029662192777798,0.7956164826740574,0.9999994568681265,1.2346438324099046e-06
10.952312186978297,0.0011890788616629147,0.04346798951568387,0.01089144354912479,0.7956532010484316,0.999999505132711,1.1249808552468175e-06
11.019088480801337,0.0011350623190042963,0.04310525558116457,0.010755704230480875,0.7956894744418835,0.9999995490723171,1.0251396378300936e-06
11.085864774624374,0.0010835423620271325,0.04274689108614008,0.010622384709027417,0.795725310891386,0.9999995890780649,9.34232481437206e-07
11.152641068447412,0.001034401210473681,0.04239281758230388,0.010491427232265566,0.7957607182417696,0.9999996255053483,8.51452719827741e-07
11.21941736227045,0.000987526777567456,0.042042958485877815,0.01036277575988486,0.7957957041514122,0.9999996586771351,7.76067241406486e-07
11.28619365609349,0.0009428123867325231,0.041697239022714196,0.010236375903234144,0.7958302760977286,0.9999996888869578,7.07409709713243e-07
11.352969949916528,0.0009001565028941875,0.04135558617531349,0.010112174867273099,0.7958644413824687,0.9999997164016244,6.448744161722546e-07
11.419746243739565,0.0008594624775803356,0.0410179286316808,0.009990121394888777,0.795898207136832,0.9999997414636783,5.879107053737662e-07
11.486522537562605,0.0008206383070864465,0.04068419673594816,0.009870165713467945,0.7959315803264052,0.9999997642936279,5.36017918882204e-07
11.553298831385643,0.0007835964030084028,0.04035432244069285,0.00975225948362125,0.7959645677559307,0.999999785091969,4.88740808730697e-07
11.62007512520868,0.000748253374485968,0.04002823926088448,0.009636355749960912,0.7959971760739116,0.9999998040410204,4.456653764254644e-07
11.68685141903172,0.000714529821536293,0.03970588222939754,0.00952240889383849,0.7960294117770603,0.9999998213065882,4.0641509749535896e-07
11.753627712854758,0.0006823501388911327,0.0393871878540278,0.00941037458795409,0.7960612812145973,0.9999998370394767,3.7064749542605214e-07
11.820404006677796,0.000651642329783805,0.039072094075954404,0.009300209752752807,0.7960927905924046,0.999999851376859,3.380510322551376e-07
11.887180300500836,0.0006223378291624293,0.03876054022959171,0.009191872514528536,0.7961239459770408,0.9999998644435217,3.0834228620985644e-07
11.953956594323873,0.000594371335834676,0.03845246700377749,0.009085322165159154,0.7961547532996223,0.999999876352994,2.8126338957558417e-07
12.020732888146911,0.0005676806530763285,0.03814781640424604,0.008980519123400942,0.7961852183595755,0.999999887208573,2.5657970251998793e-07
12.087509181969951,0.0005422065372614996,0.037846531717337505,0.008877424897673628,0.7962153468282663,0.9999998971042551,2.340777008911576e-07
12.154285475792989,0.0005178925540963844,0.037548557474896514,0.008776002050270895,0.7962451442525104,0.999999906125581,2.1356305808169134e-07
12.221061769616027,0.0004946849420611142,0.037253839420314974,0.008676214162934232,0.7962746160579686,0.9999999143504038,1.9485890292609138e-07
12.287838063439066,0.00047253248268570776,0.036962324475676336,0.008578025803731196,0.7963037675524324,0.999999921849586,1.7780423729516145e-07
12.354614357262104,0.0004513863773062733,0.03667396070996003,0.008481402495181933,0.7963326039290041,0.999999928687633,1.6225249858566163e-07
12.421390651085142,0.00043120012996667893,0.03638869730826651,0.00838631068358043,0.7963611302691734,0.9999999349232689,1.4807025369200373e-07
12.48816694490818,0.00041192943614889365,0.03610648454202535,0.008292717709459704,0.7963893515457975,0.999999940609959,1.3513601230332604e-07
12.55494323873122,0.0003935320770321563,0.035827273740149955,0.008200591779152416,0.796417272625985,0.999999945796385,1.233391485065724e-07
12.621719532554257,0.0003759678189971632,0.03555101726110434,0.008109901937400741,0.7964448982738896,0.9999999505268766,1.1257892070574218e-07
12.688495826377295,0.0003591983181065782,0.035277668465848414,0.008020618040971504,0.7964722331534152,0.9999999548418047,1.0276358079958386e-07
12.755272120200335,0.00034318702930747215,0.03500718169163025,0.00793271073323467,0.7964992818308371,0.9999999587779369,9.38095644040615e-08
12.822048414023373,0.00032789912011477824,0.034739512226594375,0.007846151419665211,0.7965260487773406,0.9999999623687625,8.564075467032567e-08
12.88882470784641,0.00031330138854759665,0.034474616285176826,0.007760912244230204,0.7965525383714823,0.9999999656447873,7.818781294131342e-08
12.95560100166945,0.0002993621851022393,0.03421245098425893,0.0076769660666248405,0.7965787549015741,0.9999999686338016,7.138757011735785e-08
13.022377295492488,0.00028605133855727396,0.03395297432005252,0.007594286440322657,0.7966047025679948,0.9999999713611234,6.518247316949724e-08
13.089153589315526,0.00027334008541658603,0.03369614514569091,0.007512847591406852,0.796630385485431,0.9999999738498212,5.952008175416901e-08
13.155929883138565,0.0002612010028066554,0.033441923149500424,0.007432624398151135,0.79665580768505,0.9999999761209143,5.435261034971716e-08
13.222706176961603,0.00024960794465384955,0.03319026883392891,0.007353592371319918,0.7966809731166071,0.9999999781935572,4.963651175820118e-08
13.289482470784641,0.0002385359809766262,0.03294114349510784,0.007275727635159058,0.7967058856504893,0.9999999800852062,4.533209819952265e-08
13.356258764607679,0.00022796134013614548,0.03269450920302642,0.00719900690904961,0.7967305490796974,0.9999999818117705,4.140319657262297e-08
13.423035058430719,0.0002178613538969126,0.03245032878229609,0.007123407489798342,0.7967549671217704,0.9999999833877514,3.781683477382028e-08
13.489811352253756,0.00020821440515677388,0.032208565793485286,0.007048907234539839,0.7967791434206515,0.9999999848263672,3.454295624832492e-08
13.556587646076794,0.00019899987821286026,0.031969184515004884,0.006975484544226225,0.7968030815484995,0.9999999861396676,3.155416021034739e-08
13.623363939899834,0.00019019811143697007,0.03173214992552539,0.006903118347681531,0.7968267850074475,0.9999999873386379,2.8825465202508976e-08
13.690140233722872,0.00018179035224039227,0.031497427686907935,0.006831788086198727,0.7968502572313092,0.9999999884332941,2.6334093878731917e-08
13.75691652754591,0.00017375871421434434,0.031264984127631616,0.00676147369865847,0.7968735015872369,0.9999999894327686,2.405927708848166e-08
13.82369282136895,0.0001660861363380447,0.031034786226700445,0.006692155607149437,0.79689652137733,0.9999999903453887,2.198207551600899e-08
13.890469115191987,0.00015875634415196384,0.030806801598013883,0.006623814703071032,0.7969193198401987,0.9999999911787484,2.0085217287767463e-08
13.957245409015025,0.00015175381279903592,0.03058099847518543,0.0065564323337000754,0.7969419001524815,0.9999999919397733,1.835295010598575e-08
14.024021702838064,0.00014506373184157661,0.030357345696794456,0.006489990289203845,0.7969642654303206,0.9999999926347799,1.677090659782913e-08
14.090797996661102,0.0001386719717663452,0.030135812692056868,0.006424470790082624,0.7969864187307943,0.9999999932695296,1.532598168892948e-08
14.15757429048414,0.0001325650520946389,0.029916369466900815,0.006359856475025578,0.7970083630533099,0.9999999938492775,1.4006220918432005e-08
14.22435058430718,0.0001267301110185276,0.029698986590434278,0.00629613038916452,0.7970301013409566,0.9999999943788177,1.2800718711118088e-08
14.291126878130218,0.00012115487648832631,0.029483635181791666,0.006233275972710715,0.7970516364818209,0.9999999948625237,1.1699525711540534e-08
14.357903171953255,0.00011582763868018868,0.029270286897347036,0.006171277049960512,0.7970729713102653,0.9999999953043854,1.0693564366290709e-08
14.424679465776295,0.0001107372237762963,0.02905891391828229,0.00611011781865623,0.7970941086081719,0.9999999957080435,9.774552014265748e-09
14.491455759599333,0.00010587296899351339,0.028849488938498744,0.006049782839689194,0.7971150511061502,0.9999999960768201,8.934930811803667e-09
