physical_rotation_angle_rad,domain_only_target_azimuth_rad_unwrapped,previous_combined_domain_value_action_target_azimuth_rad
5.654866776461628,-5.654866776461628,0.0
5.672320068981571,-5.672320068981571,0.0
5.689773361501515,-5.689773361501515,0.0
5.707226654021458,-5.707226654021458,0.0
5.724679946541401,-5.724679946541401,0.0
5.742133239061344,-5.742133239061344,0.0
5.759586531581287,-5.759586531581287,0.0
5.777039824101231,-5.777039824101231,0.0
5.794493116621174,-5.794493116621174,0.0
5.811946409141117,-5.811946409141117,0.0
5.82939970166106,-5.82939970166106,0.0
5.846852994181004,-5.846852994181004,0.0
5.8643062867009474,-5.8643062867009474,0.0
5.8817595792208905,-5.8817595792208905,0.0
5.899212871740834,-5.899212871740834,0.0
5.916666164260777,-5.916666164260777,0.0
5.934119456780721,-5.934119456780721,0.0
5.951572749300664,-5.951572749300664,0.0
5.969026041820607,-5.969026041820607,0.0
5.98647933434055,-5.98647933434055,0.0
6.003932626860494,-6.003932626860494,0.0
6.021385919380437,-6.021385919380437,0.0
6.03883921190038,-6.03883921190038,0.0
6.056292504420323,-6.056292504420323,0.0
6.073745796940266,-6.073745796940266,0.0
6.09119908946021,-6.09119908946021,0.0
6.1086523819801535,-6.1086523819801535,0.0
6.126105674500097,-6.126105674500097,0.0
6.14355896702004,-6.14355896702004,0.0
6.161012259539984,-6.161012259539984,0.0
6.178465552059927,-6.178465552059927,0.0
6.19591884457987,-6.19591884457987,0.0
6.213372137099813,-6.213372137099813,0.0
6.230825429619756,-6.230825429619756,0.0
6.2482787221397,-6.2482787221397,0.0
6.265732014659643,-6.265732014659643,0.0
6.283185307179586,-6.283185307179586,0.0
